Customer ID,Recency,Frequency,MonetaryValue,R,F,M,ExpectedRevenue
13564.0,162 days 00:00:00.000000000,790,10453.049999999996,2,4,4,-550.64
13571.0,0 days 00:00:00.000000000,259,1911.5900000000004,4,4,4,408.54999999999995
13576.0,27 days 00:00:00.000000000,98,4484.199999999999,4,4,4,1767.4199999999994
13577.0,49 days 00:00:00.000000000,71,1533.950000000001,3,3,4,465.34999999999997
13588.0,63 days 00:00:00.000000000,8,113.3,3,1,1,940.2099999999998
13589.0,257 days 00:00:00.000000000,11,312.54,1,1,2,147.0
13590.0,7 days 00:00:00.000000000,253,3848.4699999999975,4,4,4,198.54999999999995
13593.0,71 days 00:00:00.000000000,241,3149.2299999999996,3,4,4,1014.1300000000002
13599.0,6 days 00:00:00.000000000,140,3509.46,4,4,4,296.39000000000004
13610.0,51 days 00:00:00.000000000,115,642.37,3,4,3,422.0899999999994
13611.0,167 days 00:00:00.000000000,114,1657.2100000000007,2,4,4,319.9699999999999
13614.0,138 days 00:00:00.000000000,78,953.0299999999999,2,3,3,573.1299999999999
13617.0,216 days 00:00:00.000000000,64,719.6200000000001,1,3,3,365.7
13627.0,12 days 00:00:00.000000000,62,908.9500000000002,4,3,3,408.33000000000004
13629.0,18 days 00:00:00.000000000,34,6486.5,4,2,4,2009.3600000000004
13630.0,53 days 00:00:00.000000000,47,716.5200000000001,3,3,3,615.1400000000002
13631.0,9 days 00:00:00.000000000,4,1330.0,4,1,3,1639.27
13632.0,41 days 00:00:00.000000000,88,1255.5800000000006,3,3,3,197.32
13634.0,50 days 00:00:00.000000000,198,2285.059999999999,3,4,4,158.36
13636.0,56 days 00:00:00.000000000,36,533.95,3,2,2,105.1
13637.0,34 days 00:00:00.000000000,62,416.4,3,3,2,262.24999999999994
13643.0,188 days 00:00:00.000000000,55,1077.8300000000002,2,3,3,87.89999999999999
13647.0,42 days 00:00:00.000000000,49,985.9999999999998,3,3,3,379.22
13654.0,9 days 00:00:00.000000000,220,4514.829999999996,4,4,4,541.43
13655.0,49 days 00:00:00.000000000,57,1144.26,3,3,3,549.3199999999999
13656.0,145 days 00:00:00.000000000,56,511.24999999999994,2,3,2,216.95000000000002
13658.0,5 days 00:00:00.000000000,111,3286.6700000000005,4,4,4,-167.0
13662.0,15 days 00:00:00.000000000,103,1527.1899999999996,4,4,3,-7.9
13663.0,188 days 00:00:00.000000000,61,1278.6899999999998,2,3,3,189.47
13668.0,9 days 00:00:00.000000000,455,8126.309999999984,4,4,4,1132.4
13669.0,215 days 00:00:00.000000000,5,195.0,1,1,1,48.150000000000006
13675.0,92 days 00:00:00.000000000,15,308.44,3,1,2,178.38
13686.0,188 days 00:00:00.000000000,26,337.0400000000001,2,2,2,72.0
13694.0,0 days 00:00:00.000000000,522,59704.090000000026,4,4,4,17478.370000000006
13695.0,21 days 00:00:00.000000000,13,285.4800000000001,4,1,1,1100.05
13699.0,355 days 00:00:00.000000000,26,402.82000000000005,1,2,2,308.58
13700.0,48 days 00:00:00.000000000,135,1193.960000000001,3,4,3,302.14
13705.0,181 days 00:00:00.000000000,44,1073.02,2,3,3,204.54000000000002
13709.0,123 days 00:00:00.000000000,70,1230.1100000000008,2,3,3,2405.1699999999996
13717.0,41 days 00:00:00.000000000,61,873.63,3,3,3,385.40000000000003
13720.0,46 days 00:00:00.000000000,26,432.09999999999997,3,2,2,367.80000000000007
13722.0,90 days 00:00:00.000000000,121,4058.93,3,4,4,905.6900000000002
13725.0,33 days 00:00:00.000000000,92,1714.0,4,3,4,114.10000000000002
13728.0,6 days 00:00:00.000000000,80,1387.8800000000012,4,3,3,303.09
13735.0,42 days 00:00:00.000000000,300,4598.559999999999,3,4,4,420.54
13741.0,19 days 00:00:00.000000000,9,160.86,4,1,1,200.17
13742.0,21 days 00:00:00.000000000,198,1606.430000000001,4,4,4,997.5399999999996
13743.0,25 days 00:00:00.000000000,13,353.15999999999997,4,1,2,557.5099999999999
13745.0,349 days 00:00:00.000000000,33,469.7300000000001,1,2,2,291.53999999999996
13750.0,104 days 00:00:00.000000000,34,1984.3800000000003,3,2,4,627.83
13752.0,16 days 00:00:00.000000000,75,1129.1200000000001,4,3,3,450.71000000000004
13754.0,125 days 00:00:00.000000000,17,320.44999999999993,2,1,2,126.6
13756.0,13 days 00:00:00.000000000,161,3985.2500000000005,4,4,4,1154.73
13761.0,310 days 00:00:00.000000000,21,292.12000000000006,1,2,2,491.7099999999999
13763.0,196 days 00:00:00.000000000,36,3492.5299999999997,2,2,4,-25.5
13764.0,145 days 00:00:00.000000000,69,499.8899999999999,2,3,2,443.4000000000001
13767.0,8 days 00:00:00.000000000,485,17606.720000000023,4,4,4,2368.679999999999
13769.0,15 days 00:00:00.000000000,165,3127.9699999999966,4,4,4,267.73
13771.0,7 days 00:00:00.000000000,109,2798.4100000000008,4,4,4,-2.75
13777.0,14 days 00:00:00.000000000,209,23608.69999999999,4,4,4,2443.5899999999997
13778.0,299 days 00:00:00.000000000,14,585.1300000000002,1,1,2,178.7
13780.0,215 days 00:00:00.000000000,41,372.06000000000006,1,3,2,116.28000000000002
13782.0,42 days 00:00:00.000000000,82,652.7299999999997,3,3,3,123.49000000000001
13784.0,26 days 00:00:00.000000000,29,1206.8600000000001,4,2,3,1196.1600000000003
13798.0,4 days 00:00:00.000000000,521,42510.50999999999,4,4,4,5773.720000000001
13799.0,102 days 00:00:00.000000000,76,1517.0900000000004,3,3,3,347.15999999999997
13802.0,62 days 00:00:00.000000000,255,16827.890000000007,3,4,4,943.3600000000001
13804.0,97 days 00:00:00.000000000,73,1296.3599999999997,3,3,3,631.4800000000002
13811.0,43 days 00:00:00.000000000,8,258.75,3,1,1,333.0
13813.0,329 days 00:00:00.000000000,28,455.61999999999995,1,2,2,371.69
13814.0,321 days 00:00:00.000000000,23,676.9499999999999,1,2,3,617.54
13815.0,126 days 00:00:00.000000000,193,3544.03,2,4,4,1953.2900000000002
13821.0,69 days 00:00:00.000000000,100,579.3399999999999,3,4,2,115.49
13824.0,11 days 00:00:00.000000000,60,2124.0900000000006,4,3,4,196.86
13831.0,8 days 00:00:00.000000000,88,2662.269999999999,4,3,4,357.4
13833.0,212 days 00:00:00.000000000,16,316.56,1,1,2,383.8499999999999
13835.0,23 days 00:00:00.000000000,26,405.2000000000001,4,2,2,208.89
13838.0,177 days 00:00:00.000000000,233,1005.4700000000017,2,4,3,236.87999999999994
13842.0,7 days 00:00:00.000000000,203,3241.7499999999995,4,4,4,336.8
13849.0,205 days 00:00:00.000000000,88,1396.2000000000003,2,3,3,593.5799999999998
13851.0,96 days 00:00:00.000000000,74,1912.3200000000006,3,3,4,1106.9600000000005
13854.0,4 days 00:00:00.000000000,106,7145.409999999997,4,4,4,964.82
13856.0,11 days 00:00:00.000000000,21,478.84,4,2,2,269.0
13862.0,40 days 00:00:00.000000000,76,1189.44,3,3,3,916.5400000000002
13865.0,97 days 00:00:00.000000000,7,123.30000000000001,3,1,1,260.04
13869.0,70 days 00:00:00.000000000,505,4756.84,3,4,4,1510.4899999999989
13870.0,95 days 00:00:00.000000000,103,2197.2199999999993,3,4,4,1618.6399999999999
13871.0,14 days 00:00:00.000000000,143,3006.0300000000007,4,4,4,1678.5099999999998
13873.0,26 days 00:00:00.000000000,41,609.1199999999998,4,3,2,159.20000000000002
13875.0,65 days 00:00:00.000000000,110,2143.74,3,4,4,741.12
13880.0,25 days 00:00:00.000000000,98,1875.150000000001,4,4,4,654.1299999999999
13881.0,21 days 00:00:00.000000000,233,21578.530000000006,4,4,4,3331.6800000000003
13885.0,8 days 00:00:00.000000000,23,399.1500000000001,4,2,2,107.65
13888.0,26 days 00:00:00.000000000,123,1352.510000000001,4,4,3,366.11
13890.0,125 days 00:00:00.000000000,31,498.5299999999999,2,2,2,310.76000000000005
13895.0,314 days 00:00:00.000000000,27,504.50000000000006,1,2,2,937.2999999999998
13900.0,0 days 00:00:00.000000000,79,1339.09,4,3,3,8.5
13901.0,64 days 00:00:00.000000000,115,1981.0800000000002,3,4,4,2003.9799999999998
13908.0,19 days 00:00:00.000000000,56,808.6099999999998,4,3,3,630.5
13911.0,5 days 00:00:00.000000000,154,2543.6000000000017,4,4,4,733.7200000000001
13919.0,232 days 00:00:00.000000000,49,975.8700000000002,1,3,3,213.14999999999998
13929.0,130 days 00:00:00.000000000,24,1561.9799999999998,2,2,4,429.79999999999995
13936.0,190 days 00:00:00.000000000,33,563.0799999999999,2,2,2,361.28
13937.0,204 days 00:00:00.000000000,46,708.5300000000003,2,3,3,158.85
13939.0,118 days 00:00:00.000000000,60,860.7299999999999,2,3,3,205.70999999999998
13941.0,105 days 00:00:00.000000000,41,4261.370000000001,3,3,4,587.3499999999999
13951.0,44 days 00:00:00.000000000,32,516.05,3,2,2,158.4
13953.0,18 days 00:00:00.000000000,5,2750.0,4,1,4,854.3599999999999
13955.0,113 days 00:00:00.000000000,63,426.2099999999999,2,3,2,117.86
13956.0,51 days 00:00:00.000000000,54,290.31999999999994,3,3,2,385.7499999999999
13967.0,204 days 00:00:00.000000000,4,85.6,2,1,1,80.7
13969.0,26 days 00:00:00.000000000,535,4772.119999999997,4,4,4,2380.050000000002
13971.0,19 days 00:00:00.000000000,135,2231.48,4,4,4,1011.3799999999999
13975.0,23 days 00:00:00.000000000,337,2767.0700000000047,4,4,4,512.6600000000002
13982.0,134 days 00:00:00.000000000,95,1674.9399999999996,2,4,4,315.64
13983.0,40 days 00:00:00.000000000,190,3321.3599999999988,3,4,4,135.69
13984.0,57 days 00:00:00.000000000,55,1320.75,3,3,3,-330.38
13985.0,22 days 00:00:00.000000000,132,3005.3499999999995,4,4,4,2096.6399999999994
13988.0,4 days 00:00:00.000000000,118,1649.07,4,4,4,567.42
13993.0,13 days 00:00:00.000000000,163,3590.5900000000024,4,4,4,754.5899999999999
13995.0,50 days 00:00:00.000000000,129,2053.5000000000005,3,4,4,561.4499999999999
13999.0,22 days 00:00:00.000000000,217,4104.159999999998,4,4,4,1306.7199999999996
14001.0,40 days 00:00:00.000000000,88,3494.9100000000008,3,3,4,-12.75
14004.0,96 days 00:00:00.000000000,99,2575.830000000001,3,4,4,2062.239999999999
14005.0,23 days 00:00:00.000000000,14,187.16000000000003,4,1,1,509.39999999999986
14006.0,49 days 00:00:00.000000000,25,818.0900000000001,3,2,3,300.1
14013.0,83 days 00:00:00.000000000,32,555.8499999999999,3,2,2,354.52
14016.0,15 days 00:00:00.000000000,251,6545.609999999997,4,4,4,963.8300000000002
14021.0,19 days 00:00:00.000000000,65,1285.2899999999997,4,3,3,130.2
14024.0,198 days 00:00:00.000000000,18,318.04,2,2,2,327.7
14030.0,51 days 00:00:00.000000000,407,3423.8,3,4,4,222.48
14031.0,4 days 00:00:00.000000000,347,17738.799999999996,4,4,4,1722.470000000001
14032.0,8 days 00:00:00.000000000,132,2143.5099999999998,4,4,4,309.8
14035.0,75 days 00:00:00.000000000,55,1678.4599999999996,3,3,4,136.68
14037.0,172 days 00:00:00.000000000,53,270.73,2,3,1,35.400000000000006
14038.0,8 days 00:00:00.000000000,89,1466.6699999999992,4,3,3,370.09999999999997
14040.0,23 days 00:00:00.000000000,409,6315.979999999997,4,4,4,977.0
14044.0,117 days 00:00:00.000000000,386,1754.6100000000022,2,4,4,365.2699999999998
14045.0,145 days 00:00:00.000000000,25,5907.75,2,2,4,408.0
14049.0,8 days 00:00:00.000000000,682,8309.489999999989,4,4,4,226.93
14051.0,14 days 00:00:00.000000000,162,8868.049999999997,4,4,4,2853.96
14053.0,205 days 00:00:00.000000000,5,312.05,2,1,2,260.25
14056.0,5 days 00:00:00.000000000,452,3252.5399999999963,4,4,4,2028.04
14057.0,7 days 00:00:00.000000000,247,3968.8300000000004,4,4,4,2135.4499999999994
14060.0,13 days 00:00:00.000000000,135,5402.719999999999,4,4,4,1145.68
14062.0,47 days 00:00:00.000000000,198,13335.630000000003,3,4,4,2967.16
14064.0,19 days 00:00:00.000000000,112,1555.6599999999999,4,4,4,254.86999999999998
14077.0,33 days 00:00:00.000000000,40,315.27,4,2,2,110.78999999999999
14078.0,21 days 00:00:00.000000000,57,692.89,4,3,3,465.38999999999993
14083.0,7 days 00:00:00.000000000,95,489.05999999999983,4,4,2,59.45
14085.0,6 days 00:00:00.000000000,595,5444.469999999997,4,4,4,435.78
14088.0,130 days 00:00:00.000000000,189,19529.43999999999,2,4,4,17886.659999999993
14092.0,4 days 00:00:00.000000000,199,3657.0499999999997,4,4,4,640.3300000000003
14099.0,26 days 00:00:00.000000000,297,2899.5099999999966,4,4,4,977.2599999999998
14101.0,5 days 00:00:00.000000000,56,6978.09,4,3,4,785.0
14104.0,197 days 00:00:00.000000000,81,368.85,2,3,2,216.20999999999998
14107.0,28 days 00:00:00.000000000,135,2662.930000000001,4,4,4,361.76000000000005
14110.0,28 days 00:00:00.000000000,157,5004.5199999999995,4,4,4,1558.1000000000004
14111.0,49 days 00:00:00.000000000,2,94.2,3,1,1,153.0
14112.0,11 days 00:00:00.000000000,141,2271.3199999999997,4,4,4,740.4200000000002
14127.0,64 days 00:00:00.000000000,102,1642.600000000001,3,4,4,257.48
14133.0,109 days 00:00:00.000000000,18,302.7,3,2,2,287.64000000000004
14135.0,28 days 00:00:00.000000000,131,4328.3399999999965,4,4,4,1069.06
14145.0,25 days 00:00:00.000000000,13,3602.85,4,1,4,1128.6
14156.0,15 days 00:00:00.000000000,1882,121985.56999999942,4,4,4,39963.94000000006
14159.0,64 days 00:00:00.000000000,587,2366.350000000002,3,4,4,1504.1300000000006
14162.0,100 days 00:00:00.000000000,13,177.68,3,1,1,111.68
14163.0,7 days 00:00:00.000000000,31,898.5,4,2,3,909.5999999999999
14167.0,71 days 00:00:00.000000000,64,646.4000000000001,3,3,3,130.85
14175.0,130 days 00:00:00.000000000,125,2789.09,2,4,4,864.91
14177.0,189 days 00:00:00.000000000,89,932.9300000000003,2,3,3,108.13000000000004
14180.0,13 days 00:00:00.000000000,231,4444.949999999994,4,4,4,825.65
14188.0,22 days 00:00:00.000000000,23,760.9000000000001,4,2,3,615.91
14189.0,8 days 00:00:00.000000000,165,2985.4899999999984,4,4,4,744.52
14191.0,4 days 00:00:00.000000000,36,521.3499999999999,4,2,2,1829.1599999999992
14194.0,4 days 00:00:00.000000000,401,6893.910000000002,4,4,4,2219.65
14198.0,34 days 00:00:00.000000000,49,754.5899999999998,3,3,3,173.64999999999998
14201.0,15 days 00:00:00.000000000,27,467.01,4,2,2,156.97999999999996
14209.0,14 days 00:00:00.000000000,152,3108.690000000001,4,4,4,793.1799999999998
14210.0,5 days 00:00:00.000000000,202,3370.4099999999985,4,4,4,306.19
14214.0,81 days 00:00:00.000000000,40,634.4999999999999,3,2,3,260.51000000000005
14215.0,123 days 00:00:00.000000000,66,1111.8100000000004,2,3,3,176.16000000000003
14217.0,7 days 00:00:00.000000000,119,1964.100000000001,4,4,4,251.24
14221.0,14 days 00:00:00.000000000,147,2835.820000000001,4,4,4,1748.0799999999997
14223.0,68 days 00:00:00.000000000,19,289.00000000000006,3,2,2,351.68999999999994
14224.0,23 days 00:00:00.000000000,196,1324.050000000001,4,4,3,517.66
14227.0,4 days 00:00:00.000000000,310,4970.840000000002,4,4,4,-2.1
14231.0,40 days 00:00:00.000000000,60,904.1099999999997,3,3,3,227.85999999999999
14232.0,65 days 00:00:00.000000000,48,691.5300000000002,3,3,3,879.31
14235.0,34 days 00:00:00.000000000,67,1770.0200000000002,3,3,4,1538.31
14239.0,8 days 00:00:00.000000000,109,1969.6000000000013,4,4,4,120.49999999999999
14243.0,53 days 00:00:00.000000000,310,6114.249999999997,3,4,4,450.07000000000005
14245.0,5 days 00:00:00.000000000,110,1681.5999999999997,4,4,4,-4.12
14246.0,53 days 00:00:00.000000000,24,449.6400000000001,3,2,2,1024.4199999999996
14257.0,126 days 00:00:00.000000000,112,2285.5300000000007,2,4,4,2105.7
14258.0,7 days 00:00:00.000000000,153,16303.320000000002,4,4,4,1758.6000000000001
14262.0,48 days 00:00:00.000000000,16,240.0,3,1,1,614.9999999999998
14264.0,53 days 00:00:00.000000000,31,617.7499999999999,3,2,2,218.27
14265.0,272 days 00:00:00.000000000,34,590.65,1,2,2,530.18
14267.0,48 days 00:00:00.000000000,32,809.01,3,2,3,470.08
14273.0,25 days 00:00:00.000000000,12,218.70000000000002,4,1,1,231.35000000000002
14276.0,89 days 00:00:00.000000000,70,894.1000000000001,3,3,3,379.1999999999999
14282.0,11 days 00:00:00.000000000,127,3849.6999999999994,4,4,4,686.26
14285.0,321 days 00:00:00.000000000,22,742.86,1,2,3,5.9
14287.0,6 days 00:00:00.000000000,4,83.28,4,1,1,-25.4
14289.0,7 days 00:00:00.000000000,34,594.2199999999999,4,2,2,238.56000000000003
14291.0,18 days 00:00:00.000000000,216,3574.49,4,4,4,732.1300000000002
14292.0,6 days 00:00:00.000000000,97,4138.599999999998,4,4,4,1460.0500000000004
14293.0,113 days 00:00:00.000000000,46,1105.1200000000003,2,3,3,231.39
14298.0,27 days 00:00:00.000000000,1431,48563.090000000244,4,4,4,8783.20999999999
14299.0,124 days 00:00:00.000000000,128,5270.179999999999,2,4,4,871.1999999999999
14301.0,217 days 00:00:00.000000000,13,410.5200000000001,1,1,2,632.04
14307.0,27 days 00:00:00.000000000,123,1950.4199999999996,4,4,4,612.9099999999999
14309.0,42 days 00:00:00.000000000,122,2331.31,3,4,4,374.14000000000004
14312.0,81 days 00:00:00.000000000,126,2072.720000000001,3,4,4,260.57000000000005
14314.0,221 days 00:00:00.000000000,3,101.9,1,1,1,120.0
14315.0,74 days 00:00:00.000000000,28,525.4499999999999,3,2,2,1019.7499999999994
14321.0,141 days 00:00:00.000000000,87,994.6499999999997,2,3,3,573.8300000000002
14323.0,41 days 00:00:00.000000000,23,286.72,3,2,2,287.54
14327.0,190 days 00:00:00.000000000,38,637.96,2,2,3,311.65000000000003
14329.0,35 days 00:00:00.000000000,278,4704.899999999999,3,4,4,1357.7800000000002
14332.0,189 days 00:00:00.000000000,37,1077.2000000000003,2,2,3,119.04
14334.0,11 days 00:00:00.000000000,175,2942.1100000000015,4,4,4,335.2799999999999
14338.0,4 days 00:00:00.000000000,49,919.8499999999998,4,3,3,-25.75
14341.0,23 days 00:00:00.000000000,103,1730.6799999999996,4,4,4,436.3700000000001
14342.0,14 days 00:00:00.000000000,23,483.78,4,2,2,110.14
14344.0,14 days 00:00:00.000000000,90,1672.8800000000008,4,3,4,244.04999999999998
14346.0,105 days 00:00:00.000000000,103,1556.6100000000001,3,4,4,759.1400000000001
14352.0,42 days 00:00:00.000000000,38,845.3199999999998,3,2,3,233.64000000000001
14364.0,8 days 00:00:00.000000000,13,1117.2,4,1,3,2600.15
14367.0,20 days 00:00:00.000000000,197,2737.410000000001,4,4,4,2598.5399999999995
14375.0,258 days 00:00:00.000000000,139,871.2600000000001,1,4,3,235.56000000000003
14377.0,70 days 00:00:00.000000000,4,314.6,3,1,2,302.45
14388.0,11 days 00:00:00.000000000,209,3119.58,4,4,4,661.9199999999998
14389.0,126 days 00:00:00.000000000,39,603.3100000000001,2,2,2,305.3400000000001
14390.0,19 days 00:00:00.000000000,281,2525.4400000000014,4,4,4,540.38
14395.0,30 days 00:00:00.000000000,349,3715.0100000000016,4,4,4,326.38
14397.0,6 days 00:00:00.000000000,14,242.24,4,1,1,613.76
14400.0,208 days 00:00:00.000000000,25,487.05000000000007,2,2,2,559.7
14401.0,123 days 00:00:00.000000000,52,1603.7100000000003,2,3,4,2214.179999999999
14403.0,25 days 00:00:00.000000000,23,926.5100000000001,4,2,3,499.79999999999995
14404.0,67 days 00:00:00.000000000,69,819.4999999999999,3,3,3,623.9399999999999
14407.0,7 days 00:00:00.000000000,37,972.9799999999999,4,2,3,1138.0999999999997
14408.0,46 days 00:00:00.000000000,21,1126.6,3,2,3,1283.3699999999994
14409.0,126 days 00:00:00.000000000,36,1282.6900000000003,2,2,3,1277.6299999999999
14410.0,14 days 00:00:00.000000000,315,2236.6300000000024,4,4,4,-68.79000000000002
14414.0,166 days 00:00:00.000000000,29,1119.55,2,2,3,908.0300000000002
14415.0,6 days 00:00:00.000000000,711,6626.809999999985,4,4,4,903.0699999999998
14422.0,75 days 00:00:00.000000000,216,3917.9899999999984,3,4,4,630.8400000000001
14426.0,84 days 00:00:00.000000000,400,7212.349999999983,3,4,4,889.2600000000001
14437.0,173 days 00:00:00.000000000,26,485.36,2,2,2,-106.4
14443.0,113 days 00:00:00.000000000,84,1251.8500000000004,2,3,3,383.12
14450.0,51 days 00:00:00.000000000,48,718.5600000000001,3,3,3,213.79999999999998
14459.0,341 days 00:00:00.000000000,1,-36.6,1,1,1,1837.9199999999996
14460.0,118 days 00:00:00.000000000,12,159.12,2,1,1,404.34
14461.0,69 days 00:00:00.000000000,377,4047.2200000000034,3,4,4,1326.8299999999997
14462.0,20 days 00:00:00.000000000,185,1160.8200000000006,4,4,3,577.9
14463.0,13 days 00:00:00.000000000,4,372.86999999999995,4,1,2,193.5
14466.0,88 days 00:00:00.000000000,89,2138.1,3,3,4,544.8000000000001
14472.0,65 days 00:00:00.000000000,187,1255.7600000000004,3,4,3,596.91
14475.0,110 days 00:00:00.000000000,25,510.2999999999999,2,2,2,211.14
14477.0,105 days 00:00:00.000000000,5,656.1,3,1,3,358.0
14481.0,95 days 00:00:00.000000000,58,1072.6399999999999,3,3,3,333.65000000000003
14483.0,89 days 00:00:00.000000000,9,137.10000000000002,3,1,1,-7.9
14491.0,180 days 00:00:00.000000000,4,127.2,2,1,1,213.73000000000002
14493.0,198 days 00:00:00.000000000,184,1845.17,2,4,4,611.2200000000001
14498.0,169 days 00:00:00.000000000,190,2109.7300000000014,2,4,4,1115.5700000000004
14499.0,86 days 00:00:00.000000000,166,1397.8700000000006,3,4,3,244.94000000000005
14501.0,127 days 00:00:00.000000000,4,66.93,2,1,1,184.28
14502.0,42 days 00:00:00.000000000,234,961.6900000000007,3,4,3,103.28000000000004
14505.0,12 days 00:00:00.000000000,822,6250.939999999987,4,4,4,1062.8800000000003
14506.0,91 days 00:00:00.000000000,174,1162.2600000000011,3,4,3,264.80000000000007
14507.0,23 days 00:00:00.000000000,190,1996.7700000000013,4,4,4,309.38
14512.0,40 days 00:00:00.000000000,40,640.6600000000002,3,2,3,148.95999999999998
14513.0,14 days 00:00:00.000000000,19,361.21000000000004,4,2,2,138.24
14515.0,26 days 00:00:00.000000000,95,2042.2099999999998,4,4,4,340.25000000000006
14524.0,44 days 00:00:00.000000000,235,1819.7600000000016,3,4,4,275.1400000000001
14525.0,43 days 00:00:00.000000000,198,3249.6200000000017,3,4,4,1579.5399999999997
14527.0,7 days 00:00:00.000000000,967,6181.569999999964,4,4,4,1623.990000000003
14530.0,70 days 00:00:00.000000000,212,3033.400000000001,3,4,4,874.36
14533.0,160 days 00:00:00.000000000,20,1160.44,2,2,3,301.47999999999996
14534.0,7 days 00:00:00.000000000,381,3019.1499999999996,4,4,4,1178.7700000000007
14535.0,56 days 00:00:00.000000000,276,2023.1800000000026,3,4,4,799.9399999999995
14541.0,22 days 00:00:00.000000000,110,1408.9,4,4,3,301.90000000000003
14543.0,22 days 00:00:00.000000000,152,5411.830000000003,4,4,4,1028.3000000000002
14548.0,125 days 00:00:00.000000000,3,652.8,2,1,3,326.4
14552.0,188 days 00:00:00.000000000,40,169.98999999999995,2,2,1,164.22000000000003
14560.0,4 days 00:00:00.000000000,81,2243.18,4,3,4,182.0
14562.0,40 days 00:00:00.000000000,176,1884.3599999999997,3,4,4,785.3999999999999
14565.0,11 days 00:00:00.000000000,112,2627.150000000001,4,4,4,682.7699999999998
14566.0,225 days 00:00:00.000000000,12,2660.0,1,1,4,1432.0
14572.0,62 days 00:00:00.000000000,267,2781.7200000000007,3,4,4,975.7099999999997
14573.0,8 days 00:00:00.000000000,262,1602.100000000002,4,4,4,274.52000000000004
14577.0,40 days 00:00:00.000000000,84,651.6600000000001,3,3,3,178.6299999999999
14583.0,13 days 00:00:00.000000000,157,570.3799999999998,4,4,2,605.7400000000002
14584.0,5 days 00:00:00.000000000,98,787.24,4,4,3,545.26
14587.0,21 days 00:00:00.000000000,311,1256.5800000000002,4,4,3,193.20000000000007
14597.0,187 days 00:00:00.000000000,48,1318.3899999999999,2,3,3,165.1
14606.0,2 days 00:00:00.000000000,3077,15487.650000000154,4,4,4,2489.1500000000024
14609.0,104 days 00:00:00.000000000,9,740.16,3,1,3,342.36
14621.0,166 days 00:00:00.000000000,71,940.2100000000004,2,3,3,674.6099999999999
14623.0,43 days 00:00:00.000000000,90,978.3300000000003,3,3,3,413.48
14625.0,4 days 00:00:00.000000000,183,3080.1100000000006,4,4,4,-13.5
14626.0,34 days 00:00:00.000000000,63,1636.5000000000005,3,3,4,984.3899999999998
14639.0,90 days 00:00:00.000000000,145,2451.98,3,4,4,754.0999999999999
14640.0,33 days 00:00:00.000000000,77,1085.2800000000004,4,3,3,1087.6100000000004
14643.0,161 days 00:00:00.000000000,18,332.7400000000001,2,2,2,335.87
14645.0,83 days 00:00:00.000000000,9,240.10000000000002,3,1,1,356.99
14646.0,5 days 00:00:00.000000000,1923,250501.12000000058,4,4,4,64970.82000000002
14656.0,91 days 00:00:00.000000000,116,488.4599999999998,3,4,2,157.94000000000003
14657.0,90 days 00:00:00.000000000,160,1116.42,3,4,3,114.54000000000002
14659.0,25 days 00:00:00.000000000,108,1111.6299999999997,4,4,3,456.51999999999987
14667.0,22 days 00:00:00.000000000,694,10449.199999999975,4,4,4,1534.4100000000003
14676.0,15 days 00:00:00.000000000,97,6000.89,4,4,4,542.4
14680.0,6 days 00:00:00.000000000,450,23185.21999999999,4,4,4,9620.75
14682.0,9 days 00:00:00.000000000,60,1014.3900000000001,4,3,3,31.200000000000003
14687.0,208 days 00:00:00.000000000,25,773.6800000000001,2,2,3,628.3799999999999
14688.0,6 days 00:00:00.000000000,347,4378.660000000001,4,4,4,1044.9399999999996
14690.0,200 days 00:00:00.000000000,55,422.6299999999999,2,3,2,199.47000000000003
14692.0,43 days 00:00:00.000000000,109,1343.0199999999988,3,4,3,111.25
14696.0,50 days 00:00:00.000000000,76,1265.6800000000003,3,3,3,579.2100000000003
14700.0,46 days 00:00:00.000000000,95,1602.5099999999995,3,4,4,819.5500000000001
14701.0,55 days 00:00:00.000000000,414,3166.0400000000013,3,4,4,201.08000000000004
14702.0,89 days 00:00:00.000000000,264,2458.8700000000003,3,4,4,465.54999999999984
14704.0,232 days 00:00:00.000000000,27,146.82000000000005,1,2,1,207.4999999999999
14708.0,168 days 00:00:00.000000000,26,1056.2099999999998,2,2,3,282.12
14709.0,23 days 00:00:00.000000000,156,3798.4099999999994,4,4,4,1754.2999999999986
14711.0,9 days 00:00:00.000000000,168,1405.5500000000004,4,4,3,620.58
14712.0,226 days 00:00:00.000000000,7,411.0,1,1,2,115.72
14713.0,26 days 00:00:00.000000000,346,2613.9000000000024,4,4,4,619.8500000000001
14716.0,252 days 00:00:00.000000000,45,235.77,1,3,1,181.72
14719.0,57 days 00:00:00.000000000,40,223.45999999999995,3,2,1,264.66
14722.0,285 days 00:00:00.000000000,59,309.1000000000001,1,3,2,180.41999999999996
14730.0,40 days 00:00:00.000000000,98,529.3,3,4,2,342.8299999999998
14732.0,28 days 00:00:00.000000000,111,2129.8500000000004,4,4,4,627.92
14733.0,12 days 00:00:00.000000000,287,12559.600000000004,4,4,4,1111.92
14735.0,4 days 00:00:00.000000000,178,5518.88,4,4,4,940.8999999999997
14737.0,161 days 00:00:00.000000000,36,2823.62,2,2,4,647.75
14738.0,7 days 00:00:00.000000000,26,491.93999999999994,4,2,2,227.4
14740.0,5 days 00:00:00.000000000,168,2826.47,4,4,4,-25.0
14741.0,169 days 00:00:00.000000000,36,808.0499999999998,2,2,3,369.66
